question_id,answer_id,origin,min_max,mean,z-score,prob,q_sim,b_score
6838255,6838605,4,0,0,0,-2.5843431302514133,0.25903064012527466,-0.6694240553323797
6838255,6840648,1,0,0,0,-2.538838123657236,0.25903064012527466,-0.6576368643453852
6838255,6838271,10,0,0,0,-2.2715720429787716,0.25903064012527466,-0.5884067603834692
6838255,6838280,3,0,0,0,-2.4522765484427507,0.25903064012527466,-0.6352147641073248
6838255,6838283,3,0,0,0,-2.3528186655873755,0.25903064012527466,-0.6094521250457924
6838255,6838275,2,0,0,0,-2.1293201401156145,0.25903064012527466,-0.5515591589257871
67959864,67959907,7,0,0,0,-2.379512673387472,0.15963959693908691,-0.3798644440910252
65780014,65867534,1,0,0,0,-1.791965293139559,0.27537524700164795,-0.4934628852166866
65780014,65780484,1,0,0,0,-1.7941274397740015,0.27537524700164795,-0.4940582868801999
65780014,65780209,0,0,0,0,-1.8321829885437375,0.27537524700164795,-0.5045378430224492
65780014,65780089,5,0,0,0,-1.9804027775897353,0.27537524700164795,-0.5453539040415231
65780014,65780083,2,0,0,0,-1.854513847606023,0.27537524700164795,-0.5106872088524851
65780014,65780080,10,0,0,0,-1.863303386820911,0.27537524700164795,-0.5131076303848155
63602917,63603063,2,0,0,0,-1.910066109489599,0.20878994464874268,-0.39880259727577266
2681243,62758003,4,0,0,0,-2.415855861648217,0.1713152527809143,-0.4138729576205178
2681243,2681286,68,0,0,0,-2.4280081773356343,0.1713152527809143,-0.4159548346543812
2681243,2681507,169,0,0,0,-2.4138736194466013,0.1713152527809143,-0.41353336929667506
2681243,30515149,2,0,0,0,-2.3824427079681416,0.1713152527809143,-0.40814877475160816
2681243,2681363,7,0,0,0,-2.372712651953979,0.1713152527809143,-0.4064818677459695
2681243,2681303,3,0,0,0,-2.3417265490184556,0.1713152527809143,-0.40117347568887485
61756422,61756644,0,0,0,0,-1.8820195245285478,0.1682124137878418,-0.31657904701679335
61424737,61424917,1,0,0,0,-1.855035487080592,0.4628903865814209,-0.8586780937369897
61424737,61424805,1,0,0,0,-1.8869673439174244,0.4628903865814209,-0.8734590432924536
61424737,61424772,2,0,0,0,-1.8283060697289075,0.4628903865814209,-0.8463053034059723
56878667,56880524,0,0,0,0,-2.411593153193172,0.20760440826416016,-0.5006573695425686
56878667,56883874,2,0,0,0,-2.441785780788619,0.20760440826416016,-0.5069254921284615
56878667,56879961,2,0,0,0,-2.424997350158392,0.20760440826416016,-0.5034401399217894
54132749,54132750,3,0,0,0,-2.3347338043696033,0.22944653034210205,-0.5356965706850215
32939159,32939277,3,0,0,0,-2.0837404554626233,0.1243329644203186,-0.2590776279102128
