question_id,answer_id,origin,min_max,mean,z-score,prob,q_sim,b_score
62328661,62328997,4,0,0,0,-1.5995632264983313,0.10462534427642822,-0.16735485326430224
62328661,62328793,11,0,0,0,-1.5738828021856013,0.10462534427642822,-0.1646680300294181
74854614,74854675,1,0,0,0,-1.5502588074948471,0.14560920000076294,-0.22573194475346145
74483499,74483522,1,0,0,0,-2.4122499929807724,0.2888372540473938,-0.6967476640484113
74483499,74483521,0,0,0,0,-2.064300734392883,0.2888372540473938,-0.5962469556500588
72341337,72341442,2,0,0,0,-1.5345177103215533,0.05246710777282715,-0.08051170608675288
72341337,72341776,2,0,0,0,-1.5379329021461035,0.05246710777282715,-0.08069089132427644
72341337,72341506,1,0,0,0,-1.646466557398846,0.05246710777282715,-0.08638533831140095
70170618,70170703,0,0,0,0,-2.3307493240649335,0.3915720582008362,-0.9126563099743137
70170618,70170666,1,0,0,0,-2.5909694984460967,0.3915720582008362,-1.0145512592421264
70168737,70168970,1,0,0,0,-2.1877387359732423,0.4021875858306885,-0.8798813606493603
70168737,70168888,0,0,0,0,-1.977639826619094,0.4021875858306885,-0.7953821875105548
70168737,70168821,3,0,0,0,-2.148204834979621,0.4021875858306885,-0.8639813164502662
65891682,65901747,0,0,0,0,-2.3519732992967124,0.14681553840637207,-0.3453062262536581
61810217,61810298,1,0,0,0,-2.243420984400211,0.5099236369132996,-1.1439733874929703
61810217,61810249,1,0,0,0,-2.154105997477259,0.5099236369132996,-1.0984295645303548
61810217,61810300,1,0,0,0,-1.980597200987992,0.5099236369132996,-1.0099533279880981
50622857,50623708,2,0,0,0,-2.172488559332205,0.15382105112075806,-0.33417447374430115
