question_id,answer_id,origin,min_max,mean,z-score,prob,q_sim,b_score
68736719,68737463,1,0,0,0,-2.4432018710938137,0.1959053874015808,-0.4786364090569007
73328857,73328910,0,0,0,0,-2.4749161495306207,0.17413294315338135,-0.430964433175601
72219980,72220352,1,0,0,0,-2.3906159498442654,0.0930936336517334,-0.2225511254367927
23580974,68746763,0,0,0,0,-2.4131089207184604,0.1420188546180725,-0.34270696498908887
23580974,23581063,3,0,0,0,-2.2686942524131783,0.1420188546180725,-0.32219735920632386
65636981,65637038,1,0,0,0,-2.3796792066280967,0.09221601486206055,-0.21944453308535303
56478210,56478412,4,0,0,0,-1.9881122824376187,0.1343625783920288,-0.26712789240117985
4794244,46939443,139,0,0,0,-1.8031212153907654,0.044537901878356934,-0.0803072357658576
4794244,4794254,285,0,0,0,-1.867950318954385,0.044537901878356934,-0.08319458801923593
4794244,52160051,24,0,0,0,-1.9327509780571301,0.044537901878356934,-0.08608067341600685
4794244,48906171,-2,0,0,0,,,
42143461,42143502,14,0,0,0,-2.4158481120331547,0.1096653938293457,-0.2649349346379972
29398336,29398459,17,0,0,0,-1.8736524573759656,0.12416106462478638,-0.23263468384464708
26014618,26014778,1,0,0,0,-2.2243277009167493,0.30900347232818604,-0.6873249831790464
